id,last_modified,lon,lat,name,poi_type
283,13/10/2023,13.1543774,42.9513821,La Via del Sale Marchigiana,dirt-roads
284,13/10/2023,13.1993992,43.0342113,"piani di Ragnolo 
",dirt-roads
285,13/10/2023,11.9293881,43.9777661,loc Mortano,dirt-roads
286,13/10/2023,11.9319268,44.0349815,"via s pietro (civitella-Tontola)
",dirt-roads
287,13/10/2023,11.9068938,44.0534109,Raggio,dirt-roads
288,13/10/2023,11.808134,44.0746042,"san Biagio
",dirt-roads
289,13/10/2023,11.7225673,44.1656196,"via Lago- Modigliana sant'eufemia 
",dirt-roads
290,13/10/2023,11.6460639,44.1486631,"Cà di Pò-Corneto strada forestale
",dirt-roads
291,13/10/2023,7.3109536,45.1872657,"Colle del Colombardo
",dirt-roads
292,13/10/2023,6.8684901,44.9882945,"Colle Basset
",dirt-roads
293,13/10/2023,6.8387683,45.0678695,"Colletto Pramand
",dirt-roads
294,13/10/2023,6.8027458,45.0812311,"Col Basset
",dirt-roads
295,13/10/2023,6.8899919,45.0046326,"Col Bourget
",dirt-roads
296,13/10/2023,6.8989299,45.0227586,"Colle Costa Piana
",dirt-roads
297,13/10/2023,6.9162865,45.0371502,"Colle Blegier
",dirt-roads
298,13/10/2023,6.9333502,45.0477838,"Colle Lauson
",dirt-roads
299,13/10/2023,6.9531962,45.0693139,"Colle dell'Assietta
",dirt-roads
300,13/10/2023,11.174996,43.184012,Pentolina,dirt-roads
301,13/10/2023,11.189894,43.269414,Strada Comunale Tegoia-Tonni,dirt-roads
302,13/10/2023,10.822094,43.200229,Via Vicinale Della Leccia,dirt-roads
303,13/10/2023,12.1970706,43.7982754,Ortale-Giardiniera,dirt-roads
304,13/10/2023,12.195362,43.7412474,Rofelle-gattara,dirt-roads
305,13/10/2023,12.1600893,43.8559561,Poggio,dirt-roads
306,13/10/2023,12.1382012,43.8616326,"est Fumaiolo
",dirt-roads
307,13/10/2023,11.6211817,44.1526508,Fornazzano,dirt-roads
308,13/10/2023,11.4143644,44.0894696,"Via Frena
",dirt-roads
309,13/10/2023,11.3931428,44.118104,"guado del Ruggeri
",dirt-roads
310,13/10/2023,11.3661542,44.1483782,"via le valli Badia
",dirt-roads
311,13/10/2023,11.361801,44.0501692,"Linea Gotica (via di Cavallico) 
",dirt-roads
312,13/10/2023,11.2849181,44.0681754,"Santa Lucia-Montecarelli
",dirt-roads
313,13/10/2023,11.2853687,43.9508998,"il Trebbio
",dirt-roads
314,13/10/2023,14.4475,45.58861,"Monte Nevoso
",dirt-roads
315,13/10/2023,13.150486,43.024381,Via monte coglia - Fiastra,dirt-roads
316,13/10/2023,11.34661,43.693739,Via Poggio al Mandorlo,dirt-roads
317,13/10/2023,11.495055,43.470286,Montegrossi,dirt-roads
318,13/10/2023,12.938913,42.195809,Colle di Tora,dirt-roads
319,13/10/2023,12.393995,42.410195,Vasanello,dirt-roads
320,13/10/2023,11.092559,43.233497,Cornocchia-Belforte,dirt-roads
321,13/10/2023,13.192024,42.730425,"Pantani di Accumoli
",dirt-roads
322,13/10/2023,11.9250748,43.566758,Chiaveretto,dirt-roads
323,13/10/2023,11.9323566,43.492448,"san polo-Poti
",dirt-roads
324,13/10/2023,11.9482923,43.4782631,Pomaio,dirt-roads
325,13/10/2023,11.7118496,43.1347892,Madonnino-Noci,dirt-roads
326,13/10/2023,13.132471,41.952662,Livata-Campaegli,dirt-roads
